,QUERYID,EXPLAIN_TIME,QUERY,SORT_SHRHEAP_TOP
1175,3256,2024-10-08-09.35.51.674131,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 27 AND TPCDS.DATE_DIM2.D_DOW = 4",26
1176,3258,2024-10-08-09.36.05.440959,"SELECT TPCDS.DATE_DIM2.D_LAST_DOM , TPCDS.WEB_SALES.WS_SOLD_DATE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_WAREHOUSE_SK >= 5 AND TPCDS.WEB_SALES.WS_SOLD_DATE_SK >= 2452597",115
1177,3263,2024-10-08-09.36.40.049764,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 27 AND TPCDS.DATE_DIM2.D_DOW <= 6",18
1178,3269,2024-10-08-09.37.23.035490,"SELECT TPCDS.DATE_DIM2.D_YEAR , TPCDS.WEB_SITE.WEB_SITE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SITE ON TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SITE.WEB_SITE_SK <= 25 AND TPCDS.DATE_DIM2.D_DOW = 1",18
1179,3272,2024-10-08-09.38.01.858262,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR <= 2099 AND TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK <= 36944",943
1180,3275,2024-10-08-09.38.23.236439,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK >= 6217 AND TPCDS.DATE_DIM2.D_MOY <= 1",79
1181,3277,2024-10-08-09.38.38.872316,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR <= 2090 AND TPCDS.DATE_DIM2.D_DOW >= 3",615
1182,3278,2024-10-08-09.38.47.097016,"SELECT TPCDS.WEB_SALES.WS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY <= 9 AND TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK >= 1606624",707
1183,3283,2024-10-08-09.39.25.292893,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 4 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK >= 8174",235
1184,3287,2024-10-08-09.39.53.629910,"SELECT TPCDS.DATE_DIM2.D_SAME_DAY_LQ , TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_END_DATE_SK >= 2452029 AND TPCDS.DATE_DIM2.D_LAST_DOM >= 2434680",88
1185,3300,2024-10-08-09.41.26.393330,"SELECT TPCDS.WEB_SALES.WS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_DISCOUNT_AMT <= +00201.96 AND TPCDS.WEB_SALES.WS_WEB_SITE_SK = 13",139
1186,3301,2024-10-08-09.41.33.489871,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR <= 2050 AND TPCDS.DATE_DIM2.D_MOY = 2",66
1187,3302,2024-10-08-09.41.41.784311,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM <= 29 AND TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK >= 525225",891
1188,3306,2024-10-08-09.42.18.345435,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1949 AND TPCDS.DATE_DIM2.D_DOW <= 1",251
1189,3307,2024-10-08-09.42.26.342302,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR <= 2059 AND TPCDS.DATE_DIM2.D_QOY >= 3",431
1190,3308,2024-10-08-09.42.41.270090,"SELECT TPCDS.WEB_SALES.WS_PROMO_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK <= 58929 AND TPCDS.DATE_DIM2.D_LAST_DOM <= 2484841",878
1191,3309,2024-10-08-09.42.48.373771,"SELECT TPCDS.CATALOG_PAGE.CP_START_DATE_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_END_DATE_SK >= 2452365 AND TPCDS.DATE_DIM2.D_MOY <= 3",62
1192,3313,2024-10-08-09.43.24.822056,"SELECT TPCDS.WEB_SALES.WS_QUANTITY , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK >= 1014 AND TPCDS.WEB_SALES.WS_EXT_TAX <= +00118.38",945
1193,3315,2024-10-08-09.43.41.180243,"SELECT TPCDS.WEB_SALES.WS_SALES_PRICE , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_ADDR_SK >= 3359 AND TPCDS.WEB_SALES.WS_WAREHOUSE_SK = 3",945
1194,3321,2024-10-08-09.44.41.800751,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM <= 2488039 AND TPCDS.DATE_DIM2.D_DOW >= 2",789
1195,3333,2024-10-08-09.46.16.270908,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 1 AND TPCDS.DATE_DIM2.D_DOW = 1",20
1196,3334,2024-10-08-09.46.27.227402,"SELECT TPCDS.WEB_SALES.WS_EXT_WHOLESALE_COST , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP <= +00258.96 AND TPCDS.WEB_SALES.WS_EXT_SHIP_COST <= +00936.70",838
1197,3335,2024-10-08-09.46.42.457535,"SELECT TPCDS.WEB_SALES.WS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ITEM_SK <= 9481 AND TPCDS.DATE_DIM2.D_DOW <= 5",799
1198,3341,2024-10-08-09.47.36.860832,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MONTH_SEQ >= 145 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK >= 4",740
1199,3345,2024-10-08-09.48.18.230340,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK >= 2451532 AND TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT <= +05157.06",945
1200,3348,2024-10-08-09.48.47.302985,"SELECT TPCDS.WEB_SALES.WS_COUPON_AMT , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX <= +03910.38 AND TPCDS.WEB_SALES.WS_WEB_PAGE_SK >= 7",828
1201,3351,2024-10-08-09.49.24.062562,"SELECT TPCDS.WEB_SALES.WS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX <= +01050.87 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK >= 72299",696
1202,3357,2024-10-08-09.50.24.923879,"SELECT TPCDS.WEB_SALES.WS_NET_PAID , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK <= 17540 AND TPCDS.WEB_SALES.WS_ITEM_SK >= 1",945
1203,3362,2024-10-08-09.51.02.926368,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +09088.60 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK >= 34661",583
1204,3363,2024-10-08-09.51.09.929543,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 24 AND TPCDS.CUSTOMER.C_BIRTH_MONTH <= 2",41
1205,3366,2024-10-08-09.51.46.303789,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 497 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY <= 2487687",682
1206,3367,2024-10-08-09.51.54.142778,"SELECT TPCDS.WEB_SALES.WS_COUPON_AMT , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WEB_PAGE_SK = 25 AND TPCDS.DATE_DIM2.D_DOW >= 1",275
1207,3369,2024-10-08-09.52.09.507722,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY >= 2 AND TPCDS.CUSTOMER.C_BIRTH_YEAR <= 1963",703
1208,3373,2024-10-08-09.52.57.830710,"SELECT TPCDS.DATE_DIM2.D_QUARTER_SEQ , TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX >= +00051.17 AND TPCDS.CATALOG_SALES.CS_COUPON_AMT <= +00002.97",945
1209,3375,2024-10-08-09.53.13.021343,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK >= 2451815 AND TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ >= 256",328
1210,3379,2024-10-08-09.53.42.676069,"SELECT TPCDS.WEB_SITE.WEB_SITE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ <= 5619 AND TPCDS.DATE_DIM2.D_DOM >= 7",18
1211,3382,2024-10-08-09.54.05.073876,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_QUANTITY = 43 AND TPCDS.DATE_DIM2.D_DOM = 27",45
1212,3384,2024-10-08-09.54.22.008181,"SELECT TPCDS.DATE_DIM2.D_LAST_DOM , TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX <= +00026.82 AND TPCDS.CATALOG_SALES.CS_SHIP_CUSTOMER_SK >= 40086",499
1213,3385,2024-10-08-09.54.29.844727,"SELECT TPCDS.WEB_PAGE.WP_MAX_AD_COUNT , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW <= 1 AND TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452611",18
1214,3386,2024-10-08-09.54.37.967248,"SELECT TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ITEM_SK <= 4736 AND TPCDS.DATE_DIM2.D_MOY = 10",79
1215,3393,2024-10-08-09.55.36.382849,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM >= 2447344 AND TPCDS.WEB_SALES.WS_SOLD_DATE_SK <= 2451464",542
1216,3398,2024-10-08-09.56.17.218082,"SELECT TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 25 AND TPCDS.DATE_DIM2.D_DOW <= 4",153
1217,3399,2024-10-08-09.56.30.866795,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_TAX <= +00503.52 AND TPCDS.CATALOG_SALES.CS_SALES_PRICE >= +00003.89",945
1218,3410,2024-10-08-09.58.08.330142,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ >= 4468 AND TPCDS.CUSTOMER.C_CURRENT_ADDR_SK <= 47397",547
1219,3411,2024-10-08-09.58.15.651556,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 2 AND TPCDS.CUSTOMER.C_BIRTH_YEAR >= 1989",85
1220,3412,2024-10-08-09.58.24.772811,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 5 AND TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK >= 2451973",1000
1221,3413,2024-10-08-09.58.33.520221,"SELECT TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR <= 2070 AND TPCDS.DATE_DIM2.D_LAST_DOM <= 2462199",704
1222,3418,2024-10-08-09.59.10.502541,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_DAY >= 27 AND TPCDS.CUSTOMER.C_BIRTH_MONTH <= 11",143
1223,3420,2024-10-08-09.59.35.360420,"SELECT TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +05157.06 AND TPCDS.DATE_DIM2.D_FIRST_DOM >= 2420711",859
1224,3424,2024-10-08-10.00.16.816080,"SELECT TPCDS.WEB_SITE.WEB_SITE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_GMT_OFFSET = -005.00 AND TPCDS.DATE_DIM2.D_MONTH_SEQ >= 276",18
1225,3426,2024-10-08-10.00.36.323630,"SELECT TPCDS.DATE_DIM2.D_DOW , TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM >= 2419584 AND TPCDS.DATE_DIM2.D_QOY <= 2",164
1226,3427,2024-10-08-10.00.56.962656,"SELECT TPCDS.CATALOG_SALES.CS_SALES_PRICE , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK >= 1 AND TPCDS.CATALOG_SALES.CS_NET_PROFIT >= +00124.70",945
1227,3429,2024-10-08-10.01.14.730040,"SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 4 AND TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK <= 11718",133
1228,3432,2024-10-08-10.01.42.810620,"SELECT TPCDS.WEB_SALES.WS_BILL_HDEMO_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_QUANTITY >= 76 AND TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK <= 1809",615
1229,3439,2024-10-08-10.02.38.527701,"SELECT TPCDS.DATE_DIM2.D_SAME_DAY_LY , TPCDS.WEB_SALES.WS_ITEM_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_QUANTITY = 29 AND TPCDS.WEB_SALES.WS_LIST_PRICE >= +00001.25",139
1230,3441,2024-10-08-10.02.56.025623,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.WEB_SITE.WEB_MKT_ID FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SITE ON TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK >= 2447080 AND TPCDS.DATE_DIM2.D_DOM <= 15",18
